DOI,Components,Pressure,Temperature (C),Speed (mm/s),Needle,Cells (e6/ml),Additional notes,
https://10.1088/1758-5090/ab0f59,PLA [100 wt%] ,,230,90,200 µm Cylindrical, ,"Mesenchymal stem cells were seeded onto the PLA"
https://10.1088/1758-5090/ab1452,Cellink RGD Bionk [100 wt%] ,5 kPa - 15 kPa,25,175 - 200,437 µm Conical,Primary Juvenile Mice Interstitial Cells (10),"Specialty Nanocellulose-alginate hydrogel bioink from Cellink with RGD motifs."
https://10.1088/1758-5090/ab0098,PCL [100 wt%] ,290 kPa - 310 kPa,100,5,300 µm Cylindrical, ,"PCL molecular weight = 45,000 g mol-1."
https://10.1088/1758-5090/ab03ed,Hyaluronic Acid Glycidyl Methacrylated [4 wt%] Alginate [0.5 wt%] ,0.5 Bar,25,5,510 µm Cylindrical,L929 Fibroblasts (1.5),"The Ink also consisted of .5% v/v NVP, .9% w/v NaCl. The ink was also printed into a gelatin slurry."
https://10.1016/j.jmbbm.2019.103533,PCL [100 wt%] ,300 kPa,90,5,330 µm Cylindrical, ,"PCL molecular weight = 80,000 gmol-1."
https://10.1016/j.jmbbm.2019.103533,Alginate [4 wt%] ,45 kPa,37,1.5,19 Gauge Cylindrical,BEL-7402 Adenocarcinoma Cells (1),"Crosslinking occurred post printing."
https://10.1016/j.jmbbm.2019.103533,Alginate [4 wt%] Beta Tricalcium Phosphate [1 wt%] ,45 kPa,37,1.5,19 Gauge Cylindrical,BEL-7402 Adenocarcinoma Cells (1),"Crosslinking occurred post printing."
https://10.1016/j.jmbbm.2019.103533,Alginate [4 wt%] Beta Tricalcium Phosphate [8 wt%] ,50 kPa,37,1.5,19 Gauge Cylindrical,BEL-7402 Adenocarcinoma Cells (1),"Crosslinking occurred post printing."
https://10.1088/1758-5090/aae543,Collagen Methacrylated [4 mg/mL] Hyaluronic Acid Thiolated [0.67 mg/mL] ,4 kPa,25,50,28 Gauge Cylindrical,Primary Human Hepatocytes (5),"Crosslinking occurred post printing."
https://10.1088/1758-5090/aae543,Collagen Methacrylated [4.5 mg/mL] Hyaluronic Acid Thiolated [0.5 mg/mL] ,4 kPa,25,50,28 Gauge Cylindrical, ,"Crosslinking occurred post printing."
https://10.1088/1758-5090/aae543,Collagen Methacrylated [4.8 mg/mL] Hyaluronic Acid Thiolated [0.4 mg/mL] ,4 kPa,25,50,28 Gauge Cylindrical, ,"Crosslinking occurred post printing."
https://10.1016/j.msec.2020.111072,PCL [100 wt%] ,500 kPa,100,0.334,180 µm Cylindrical, ,"90,000-70,000 molecular weight"
https://10.1016/j.msec.2020.111072,PCL [100 wt%] ,500 kPa,100,1.167,250 µm Cylindrical, ,"90,000-70,000 molecular weight"
https://10.1016/j.msec.2020.111072,PCL [100 wt%] ,500 kPa,100,1.583,330 µm Cylindrical, ,"90,000-70,000 molecular weight"
https://10.1016/j.msec.2020.111072,PCL [100 wt%] ,500 kPa,100,1.417,410 µm Cylindrical, ,"90,000-70,000 molecular weight"
https://10.1016/j.msec.2020.111072,PCL [100 wt%] ,500 kPa,100,0.667,580 µm Cylindrical, ,"90,000-70,000 molecular weight"
https://10.1016/j.msec.2020.111072,PCL [100 wt%] ,500 kPa,100,0.917,1070 µm Cylindrical, ,"90,000-70,000 molecular weight"
https://https://ojs.cnr.ncsu.edu/index.php/BioRes/article/view/BioRes_15_4_7357_Han_Nanocellulose_Alginate_Gelatin_Bioinks/7935,Alginate [2.5 wt%] Gelatin [8 wt%] Cellulose Nanofibrillated [0.75 wt%] ,,37,5,260 µm Conical, ,""
https://10.1016/j.bprint.2020.e00092,Alginate [2.5 wt%] ,150 kPa - 160 kPa,25,5,330 µm Cylindrical, ,"This print used coaxial extrusion with a core of pluronic F127 mixed with 5wt% CaCl2 for post printing crosslinking and a precrosslinked alginate shell using .2 wt% CaCl2."
https://10.1016/j.bprint.2020.e00092,Pluronic F127 [30 wt%] ,50 kPa - 140 kPa,25,5,1070 µm Cylindrical, ,"This print used coaxial extrusion with a core of pluronic F127 mixed with 5wt% CaCl2 for post printing crosslinking and a precrosslinked alginate shell using .2 wt% CaCl2."
https://10.1088/1758-5090/aa9ef1,PEG terephthalate [55 wt%] Poly(butylene terephthalate) [45 wt%] ,5 bar,200,8.333,25 Gauge Cylindrical, ,"Scaffold was made of PEGT-PBT copolymer which stands for poly(ethylene glycol) - terephthalate - poly(butylene terephthalate)"
https://10.3390/polym12091930,Gelatin Methacrylated [5 wt%] ,100 kPa,22,20,27 Gauge,Human Dermal Fibroblasts (5),"5wt% was best for the Human Dermal Fibroblasts, but the least printable…"
https://10.3390/polym12091930,Gelatin Methacrylated [10 wt%] ,100 kPa,22,20,27 Gauge,Human Dermal Fibroblasts (5),""
https://10.3390/polym12091930,Gelatin Methacrylated [15 wt%] ,100 kPa,22,20,27 Gauge,Human Dermal Fibroblasts (5),""
https://10.1021/acs.biomac.9b00527,Cellulose Nanofibrils [1.88 wt%] ,43 kPa,,12,840 μm Cylindrical, ,""
https://10.1021/acs.biomac.9b00527,Nanocellulose TEMPO Oxidized [1.7 wt%] ,55 kPa,,8,630 μm Cylindrical, ,""
https://10.1021/acs.biomac.9b00527,Nanocellulose Acetylated [0.5 wt%] ,35 kPa,,5,410 μm Cylindrical, ,""
https://10.3390/mi11030237,Alginate [8 wt%] PEGDA [3 wt%] ,300 kPa,25,9.166667,600 μm Conical, ,""
https://10.3390/mi11030237,Pluronic F127 [30 wt%] ,125 kPa,25,8.333,600 μm Conical, ,""
https://10.1007/s10856-019-6233-y,Collagen [2 wt%] ,,15,,27 Gauge Conical,NIH 3T3 Fibroblasts (0.5),"Used a specialty ink from 3D bio referrred to as Viscoll Collagen"
https://10.1007/s10856-019-6233-y,Collagen [3 wt%] ,,15,,27 Gauge Conical,NIH 3T3 Fibroblasts (0.5),"Used a specialty ink from 3D bio referrred to as Viscoll Collagen"
https://10.1007/s10856-019-6233-y,Collagen [4 wt%] ,,15,,27 Gauge Conical,NIH 3T3 Fibroblasts (0.5),"Used a specialty ink from 3D bio referrred to as Viscoll Collagen"
https://10.1088/1758-5090/abc39b,Gellan Gum [3 wt%] Alginate [2 wt%] ,26 kPa,25,13.34,410 μm Conical, ,""
https://10.1088/1758-5090/abc39b,Gellan Gum [4 wt%] Alginate [2 wt%] ,26 kPa,25,13.34,410 μm Conical, ,""
https://10.1088/1758-5090/abc39b,Gellan Gum [3 wt%] Alginate [2 wt%] Hydroxyapatite [5 wt%] ,26 kPa,25,13.34,410 μm Conical, ,""
https://10.1088/1758-5090/abc39b,Gelatin [7 wt%] Alginate [1 wt%] ,26 kPa,25,13.34,410 μm Conical, ,""
https://10.1088/1758-5090/abc39b,Gelatin Methacrylated [7.5 wt%] Laponite [1 wt%] ,26 kPa,25,13.34,410 μm Conical, ,""
https://10.1016/j.carbpol.2020.116211,Alginate [0.01 wt%] Clay [0.25 wt%] ,22 psi - 25 psi,25,15,1000 μm, ,"the clay used was dimethyl dihydrogenated tallow modified montmorillonite clay (Cloisite® 20A). Electron beam irradation was implemented to crosslink the ink"
https://10.1021/am503878d,Alginate [3.1 wt%] Ethylene Glycol [25.8 vol %] ,0.6 bar,25,5,23 Gauge, ,"Support Alginate Gel"
https://10.1088/1758-5090/8/2/025016,Alginate [3 wt%] Gelatin [10 wt%] ,15 psi,37,1,25 Gauge Cylindrical, ,"Scaffold was printed into a carbopol bath"
https://10.1080/09205063.2019.1627651,Gelatin [10 wt%] Oxidized Nanocellulose [10 wt%] ,210 kPa,14,,210 μm, ,"Crosslinking occurred prior to printing for 30 minutes"
https://10.1088/1758-5090/ab15a9,dECM Small Intestinal Submucosa [2.5 wt%] Pepsin [0.25 wt%] ,25 kPa,25,5,360 μm Cylindrical, ,""
https://10.1039/c3bm00012e,Alginate [2 wt%] Gelatin [10 wt%] ,8 psi,5,1.67,200 μm Cylindrical, ,""
https://10.1039/c3bm00012e,Alginate [4 wt%] Gelatin [10 wt%] ,9.5 psi,5,1.67,200 μm Cylindrical,Primary Myoblasts (0.5),""
https://10.1016/jijbiomac.2020.08.180,Chitosan [10 wt%] ,3.5 bar,37,10,250 μm Conical, ,""
https://10.1002/adma.201703404,Gelatin Allylated [30 wt%] ,2.1 bar,4 - 7,5,23 Gauge Cylindrical,Human Articular Chondrocytes (3),"Crosslinked with Irgacure 2959 for 3 minutes after printing."
https://10.3389/fbioe.2020.00217,Calcium Phosphate Cement [100 wt%] ,150 kPa,25,10,230 μm Conical, ,""
https://10.3389/fbioe.2020.00217,Methylcellulose [10 wt%] ,180 kPa,25,10,410 μm Conical, ,"Sacrificial ink"
https://10.1088/1758-5090/ab1d44,Poly(DTD DD) [100 wt%] ,9 bar,150,1 - 2.5,400 μm Cylindrical, ,""
https://10.1088/1758-5090/ab1d44,PLLA [100 wt%] ,9 bar,200,2 - 12,500 μm Cylindrical, ,""
https://10.1016/j.msec.2019.110510,Gellan Gum Methacrylated [4 wt%] Hyaluronic Acid Methacrylated [1.5 wt%] Hydroxyapatite [25 wt%] ,103 kPa,25,3.5833,410 μm Cylindrical, ,"Crosslinking with Irgacure 2959 at 0.05wt% continued for 5 minute at the top layer."
https://10.1016/j.msec.2019.110510,Gellan Gum Methacrylated [4 wt%] Hyaluronic Acid Methacrylated [1.5 wt%] ,25 kPa,25,6.6667,410 μm Cylindrical,Primary Bovine Chondrocytes (10),"Crosslinking with Irgacure 2959 at 0.05wt% continued for 5 minute at the top layer."
https://10.1016/j.msec.2017.05.144,Gelatin [10 wt%] Alginate [2 wt%] ,15 psi,37,2,25 Gauge Cylindrical,NIH 3T3 Fibroblasts (5),"Printed into a laponite bath"
https://10.1088/1758-5090/ab69d9,Alpha Tricalcium Phosphate [66 wt%] Hydroxyapatite [4 wt%] Pluronic F127 [40 wt%] ,200 kPa,20 - 25,2,250 μm Conical, ,""
https://10.1088/1758-5090/ab736e,Alginate [5 wt%] Xanthan Gum [6 wt%] Carboxylated Cellulose [55 wt%] ,45 kPa - 95 kPa,25,1,410 μm Conical, ,""
https://10.1088/1758-5090/aba2f7,Hyaluronic Acid Mono-Aldehyde [50 wt%] Carboxymethyl Cellulose Carbohydrazide [50 wt%] ,250 kPa,37,2.5,27 Gauge Cylindrical,NIH 3T3 Fibroblasts (0.1),""
https://10.1111/iej.12799,PCL [40 wt%] Biodentine [60 wt%] ,500 kPa,95,1,Cylindrical, ,""
https://10.1111/iej.12799,PCL [100 wt%] ,500 kPa,95,5,Cylindrical, ,""
https://10.1088/1758-5090/aa869f,PEGDA [20 wt%] Alginate [1 wt%] ,3.5 psi - 6.5 psi,25,,32 Gauge Cylindrical, ,""
https://10.1088/1758-5090/aa869f,PEGDA [20 wt%] Xanthan Gum [0.5 wt%] ,3.5 psi - 5 psi,25,,32 Gauge Cylindrical, ,""
https://10.1088/1758-5090/aa869f,Gelatin Methacrylated [15 wt%] ,10 psi - 12 psi,25,,32 Gauge Cylindrical, ,""
https://10.1088/1758-5090/aba411,dECM Porcine Tendon [3 wt%] ,230 kPa,16,15,200 μm Cylindrical,Primary Rat Bone Marrow Mesenchymal Stem Cells (3),"The dECM was derived from porcine tendon. Additionally, this ink was classified as a high viscosity ink."
https://10.1088/1758-5090/aba411,dECM Porcine Tendon [3 wt%] ,40 kPa,16,15,200 μm Cylindrical,Primary Rat Bone Marrow Mesenchymal Stem Cells (3),"The dECM was derived from porcine tendon. Additionally, this ink was classified as a high viscosity ink."
https://10.1088/1758-5090/aba411,dECM Porcine Tendon [3 wt%] ,10 kPa,16,15,200 μm Conical,Primary Rat Bone Marrow Mesenchymal Stem Cells (3),"The dECM was derived from porcine tendon. Additionally, this ink was classified as a high viscosity ink."
https://10.1007/s10439-016-1685-4,Alpha Tricalcium Phosphate [60 wt%] Calcium Hydrogen Phosphate [26 wt%] Calcium Carbonate [10 wt%] Hyaluronic Acid [4 wt%] ,250 kPa,25,12,330 μm Conical, ,"the carrier liquid was prepared from Miglyol 812, Tween 80 and Amphisol A."
https://10.1007/s10439-016-1685-4,Alginate [16.7 wt%] ,400 kPa - 430 kPa,25,4.5,250 μm Conical, ,"Crosslinked with 1M CaCl2 for 10 minutes post printing."
https://10.1007/s10439-016-1685-4,Alginate [12.548 wt%] Gellan Gum [1.716 wt%] ,450 kPa,25,4,410 μm Conical, ,"Crosslinked with 1M CaCl2 for 10 minutes post printing."
https://10.1007/s10439-016-1685-4,Alginate [12.548 wt%] Gellan Gum [1.716 wt%] ,400 kPa - 430 kPa,25,4.5,250 μm Conical, ,"Crosslinked with 1M CaCl2 for 10 minutes post printing."
https://10.1007/s10439-016-1685-4,Alpha Tricalcium Phosphate [60 wt%] Calcium Hydrogen Phosphate [26 wt%] Calcium Carbonate [10 wt%] Hyaluronic Acid Precipitated [4 wt%] ,250 kPa,25,9,230 μm Conical, ,"the carrier liquid was prepared from Miglyol 812, Tween 80 and Amphisol A."
https://10.1021/acsami.7b16059,Gelatin Methacrylated [5 wt%] Gelatin [8 wt%] ,300 kPa,15 - 25,1.666667 - 8.333333,260 μm Cylindrical,Primary Bone Marrow Stem Cells (5),""
https://10.1016/j.xphs.2018.08.026,Hydroxypropyl Methylcellulose [30 wt%] Mannitol [55 wt%] Polyethylene Glycol [10 wt%] Kollidon [5 wt%] ,30 kPa - 60 kPa,25,10,20 Gauge, ,""
https://10.1016/j.xphs.2018.08.026,Hydroxypropyl Methylcellulose [40 wt%] Mannitol [45 wt%] Polyethylene Glycol [10 wt%] Kollidon [5 wt%] ,30 kPa - 60 kPa,25,10,20 Gauge, ,""
https://10.1016/j.xphs.2018.08.026,Hydroxypropyl Methylcellulose [50 wt%] Mannitol [35 wt%] Polyethylene Glycol [10 wt%] Kollidon [5 wt%] ,30 kPa - 60 kPa,25,10,20 Gauge, ,""
https://10.3390/pharmaceutics11070334,Hydroxypropyl Cellulose [7.5 wt%] Warfarin Sodium [0.75 wt%] ,25 psi,25,8,25 Gauge Cylindrical, ,""
https://10.1021/acsami.7b02398,Alginate [8 wt%] ,20 psi,,2,250 μm Cylindrical, ,"A laponite support bath was implemented"
https://10.1021/acsami.7b02398,Gelatin [10 wt%] Alginate [2 wt%] ,15 psi,37,2,250 μm Cylindrical,NIH 3T3 Fibroblasts (5),"A laponite support bath was implemented"
https://10.1021/acsami.7b02398,SU-8 2050 [100 wt%] ,20 psi,,1,250 μm Cylindrical, ,"A laponite support bath was implemented"
https://10.1089/ten.TEC.2020.0050,E-Shell 300 [70 wt%] Hydroxyapatite [30 wt%] ,1 bar,25,12,600 μm Cylindrical, ,"E-Shell 300 is a photocurable resin specialty ink. After printing a ultraviolet head was used to cure the deposited ceramic ink for 10s."
https://10.1089/ten.TEC.2020.0050,E-Shell 300 [70 wt%] Beta Tricalcium Phosphate [30 wt%] ,1 bar,25,12,600 μm Cylindrical, ,"E-Shell 300 is a photocurable resin specialty ink. After printing a ultraviolet head was used to cure the deposited ceramic ink for 10s."
https://10.1089/ten.TEC.2020.0050,E-Shell 300 [70 wt%] Hydroxyapatite [15 wt%] Beta Tricalcium Phosphate [15 wt%] ,1 bar,25,12,600 μm Cylindrical, ,"E-Shell 300 is a photocurable resin specialty ink. After printing a ultraviolet head was used to cure the deposited ceramic ink for 10s."
https://10.1021/acsami.8b00806,Laponite [6 wt%] N-isopropylacrylamide [18 wt%] ,11 psi,25,1,330 μm Cylindrical, ,""
https://10.1021/acsami.8b00806,Laponite [6 wt%] N-isopropylacrylamide [18 wt%] Graphene Oxide [0.44 wt%] ,15 psi,25,0.75,330 μm Cylindrical, ,""
https://10.1002/adma.201604827,Poly(acrylamide) [3.86 wt%] Acrylamide [9.05 wt%] MBAA [0.072 wt%] α‐ketoglutaric acid [4.95 wt%] ,,25,7.5,337 μm Cylindrical, ,"TEMED at .479%. Printed samples were exposed to a 8 mw/cm^2. PAAm stands for polyacrylamide, AAM stands for acrylamide, MBAA stands for N,N-methylenebis(acrylamide), and TEMED stands for N,N,N,N-tetramethylethylenediamine"
https://10.1016/j.ijbiomac.2019.08.124,Gelatin Methacrylated [10 wt%] ,0.7 bar,23,10.833,200 μm Cylindrical, ,""
https://10.1016/j.ijbiomac.2019.08.124,Gelatin Methacrylated [10 wt%] Kappa Carrageenan [5 wt%] ,0.6 bar,26.5,10.833,200 μm Cylindrical, ,""
https://10.3390/gels4030069,Poloxamer 407 [22.5 wt%] PEGDA [20 wt%] ,,22.5,8,510 μm Conical, ,"Poloxamer 407 is a thermoresponsive block copolymer and PEG-DA is poly(ethylene glycol) diacrylate"
https://10.1088/1758-5090/ab69d9,Pluronic F127 [40 wt%] Alpha Tricalcium Phosphate [66 wt%] Hydroxyapatite nano [4 wt%] ,200 kPa,20 - 25,2,250 μm Conical, ,""
https://10.3390/bioengineering7020030,Cellulose [20 wt%] ,14 psi,25,5,425 μm Cylindrical, ,"Cellulose was created by dissolving in urea and NaOH."
https://10.1016/j.msec.2019.109873,Chitosan [2 wt%] Pectin [2 wt%] ,10.7 psi - 15.1 psi,25,6,254 μm Cylindrical, ,""
https://10.1016/j.msec.2019.109873,Chitosan [2 wt%] Pectin [2 wt%] Lidocaine [2 wt%] ,10.7 psi - 15.1 psi,25,6,254 μm Cylindrical, ,""
https://10.1016/j.msec.2019.109873,Chitosan [2 wt%] Pectin [2 wt%] Lidocaine [5 wt%] ,10.7 psi - 15.1 psi,25,6,254 μm Cylindrical, ,""
https://10.1016/j.msec.2019.109873,Chitosan [2 wt%] Pectin [2 wt%] Lidocaine [10 wt%] ,10.7 psi - 15.1 psi,25,6,254 μm Cylindrical, ,""
https://10.1088/1758-5090/aa8dd8,Pluronic F127 [25 wt%] ,2 bar,24,15,125 μm Cylindrical, ,""
https://10.1088/1758-5090/aa8dd8,Alginate [8 wt%] ,3.5 bar,24,10,125 μm Cylindrical, ,"Bioink contained 1% pre-crosslinked alginate"
https://10.1088/1758-5090/aa8dd8,Alginate [8 wt%] ,2 bar,24,10,165 μm Cylindrical, ,"Bioink contained 1% pre-crosslinked alginate"
https://10.1088/1758-5090/aa8dd8,Alginate [2 wt%] Gelatin [10 wt%] ,0.8 bar,37,10,125 μm Cylindrical, ,""
https://10.3390/gels6020013,Alginate Polypyrrole [2 wt%] ,5 kPa,25,2.33,100 μm Cylindrical, ,"After printing 5w/v% CaCl2 was added dropwise"
https://10.1002/mabi.202000106,Gelatin [5 wt%] Cellulose [2 wt%] Alginate [2 wt%] ,,25,10,700 μm Cylindrical, ,"Hydrogels were crosslinked with glutaraldehyde or CaCl2 (10w/v%)"
https://10.1021/acsami.9b22062,Alginate [10 mg/ml] Alginate Methacrylated [6 mg/ml] Chondroitin Sulfate Methacrylated [6 mg/ml] Gelatin Methacrylated [6 mg/ml] ,1 bar,5,50,25 Gauge Cylindrical, ,""
https://10.1021/acsami.9b22062,Alginate [10 mg/ml] Alginate Methacrylated [6 mg/ml] Chondroitin Sulfate Methacrylated [6 mg/ml] Gelatin Methacrylated [6 mg/ml] ,1 bar,5,50,25 Gauge Cylindrical, ,"Contains Graphene Oxide at a concentration of .1mg/ml"
https://10.1021/acsami.9b22062,Alginate [10 mg/ml] Alginate Methacrylated [6 mg/ml] Chondroitin Sulfate Methacrylated [6 mg/ml] Gelatin Methacrylated [6 mg/ml] ,1 bar,5,50,25 Gauge Cylindrical, ,"Contains Graphene Oxide at a concentration 1mg/ml of .1mg/ml"
https://10.1021/acsami.9b05460,Gelatin [7.5 wt%] Carboxymethyl Cellulose [7.5 wt%] Hydroxyapatite [10 wt%] ,5 psi,28,16.6667,22 Gauge Cylindrical, ,""
https://10.1021/acsami.9b05460,Gelatin [7.5 wt%] Carboxymethyl Cellulose [7.5 wt%] Hydroxyapatite [10 wt%] ,5 psi,28,16.6667,22 Gauge Cylindrical, ,""
https://10.1021/acsami.9b05460,Gelatin [5 wt%] Carboxymethyl Cellulose [5 wt%] Hydroxyapatite [10 wt%] ,5 psi,22,12.5,22 Gauge Cylindrical, ,""
https://10.1002/marc.201900610,Gelatin Methacrylated [10 wt%] Pyranine [0.1 mM] ,,20,,200 μm, ,"0.1mM pyranine and 1mM of mBA were added to GelMA. UV crosslinking was implemeted per layer with a 365nm lamp for 1 minute. Additionally after all five layers were printed the scaffold was crosslinked for an additional minute."
https://10.3389/fbioe.2020.00400,Chitosan [2 wt%] Gelatin [4 wt%] ,2.5 bar,20,2,330 μm Cylindrical, ,""
https://10.1248/bpb.b19-00481,Hydroxypropyl Methylcellulose [3 wt%] Mannitol [2 wt%] ,20 kPa,25,,27 Gauge, ,""
https://10.1248/bpb.b19-00481,Hydroxypropyl Methylcellulose [4 wt%] Mannitol [2 wt%] ,50 kPa,25,,27 Gauge, ,""
https://10.1248/bpb.b19-00481,Hydroxypropyl Methylcellulose [5 wt%] Mannitol [2 wt%] ,70 kPa,25,,27 Gauge, ,""
https://10.1248/bpb.b19-00481,Hydroxypropyl Methylcellulose [3 wt%] Mannitol [2 wt%] Catechin [0.5 wt%] ,20 kPa,25,,27 Gauge, ,""
https://10.1248/bpb.b19-00481,Hydroxypropyl Methylcellulose [4 wt%] Mannitol [2 wt%] Catechin [0.5 wt%] ,50 kPa,25,,27 Gauge, ,""
https://10.1248/bpb.b19-00481,Hydroxypropyl Methylcellulose [5 wt%] Mannitol [2 wt%] Catechin [0.5 wt%] ,70 kPa,25,,27 Gauge, ,""
https://10.1016/j.carbpol.2020.116496,Hyaluronic Acid Oxidized [1.5 wt%] Glycol Chitosan [0.3 wt%] Iron Oxide Nanoparticles [5 wt%] ,,25,5,25 Gauge Cylindrical, ,""
https://10.1016/j.msec.2017.05.144,Alginate [2 wt%] Gelatin [10 wt%] ,15 psi,37,2,250 μm Cylindrical,NIH 3T3 Fibroblasts (5),"Thermally gelled in the 2 w/v% nanoclay bath at room temperature."
https://10.1016/j.colsurfb.2019.06.069,Alginate [2 wt%] Gelatin [15 wt%] ,200 kPa,30,7,330 μm Cylindrical,Human amniotic epithelial cells (1),""
https://10.1016/j.colsurfb.2019.06.069,Alginate [2 wt%] Gelatin [15 wt%] ,200 kPa,30,7,330 μm Cylindrical,Wharton’s jelly derived Mesenchymal Stem Cells (1),""
https://10.1016/j.actbio.2020.11.006,dECM Cardiac [4.6 wt%] Laponite [2.3 wt%] PEGDA [6 wt%] ,9 psi,25,,260 μm Cylindrical, ,""
https://10.1016/j.actbio.2020.11.006,dECM Cardiac [4.6 wt%] Laponite [2.3 wt%] PEGDA [6 wt%] ,8 psi,25,,22 Gauge Cylindrical, ,""
https://10.1177/2472630317742071,Alginate [2 wt%] ,20 psi,23,10,159 μm Cylindrical, ,"Supporting hydrogel bath was implemented"
https://10.1016/j.msec.2020.111008,Carboxymethyl Cellulose [50 mg/ml] Glycol Chitosan [50 mg/ml] ,50 kPa,35,3,25 Gauge Conical, ,""
https://10.1002/jbm.b.34771,Alginate [2.5 wt%] Gelatin [3.75 wt%] Laponite [0.5 wt%] ,30 kPa - 35 kPa,,11 - 14,250 μm Cylindrical, ,""
https://10.3390/jfb10010012,Chitosan [5 wt%] ,,25,6,420 μm Conical, ,""
https://10.1021/acs.biomac.9b01266,PEOXA [2.5 wt%] ,18 kPa - 21 kPa,25,,410 μm Conical, ,"The PEOXA (poly(2-ethyl-2-oxazoline)) was functionalized with peptides LPETG and GGGG"
https://10.1021/acs.biomac.9b01266,PEOXA [2.5 wt%] Alginate [5 wt%] Cellulose Nanofibrils [2 wt%] ,20 kPa - 28 kPa,25,,410 μm Conical,Primary Human Articular Chondrocytes (10),"The PEOXA (poly(2-ethyl-2-oxazoline)) was functionalized with peptides LPETG and GGGG"
https://10.1016/j.biomaterials.2020.120476,Glycosaminoglycan Nanoparticles [0.25 mg/ml] Laponite [30 mg/ml] ,50 kPa - 85 kPa,25,12,25 Gauge Conical, ,""
https://10.3390/ma11040579,Methylcellulose [8 wt%] ,,24 - 26,1,18 Gauge, ,"The descending speed of the piston (along the z-axis) was 1.45 μm/s."
https://10.1021/acsomega.9b03100,Hydroxypropyl Methylcellulose Sillylated [13.5 wt%] ,40 psi - 50 psi,37,10,27 Gauge Conical, ,""
https://10.1038/s41598-020-65050-9,Alginate [3 wt%] Methylcellulose [9 wt%] ,90 kPa,,10,410 μm Conical,Primary Human Chondrocytes (5),""
https://10.1038/s41598-020-65050-9,Calcium Phosphate Cement [100 wt%] ,100 kPa,,11,410 μm Conical, ,""
https://10.1371/journal.pone.0216776,Gelatin Methacrylated [7.5 wt%] Gellan Gum [0.2 wt%] ,1.2 bar,24 - 26,1.6667,210 μm Cylindrical,C2C12 Myoblasts (4),""
https://10.1177/2041731420967294,SPE monomer [10 wt%] Laponite [6 wt%] ,0.8 bar,25,10,1000 μm Cylindrical, ,"SPE stands for (N-(3-Sulfopropyl)-Nmethacroyloxyethyl- N,N-dimethylammonium betaine. Additionally, the material was cured using I2959 at 2.2 mW/cm2 for an hour"
https://10.1016/j.actbio.2018.01.044,Polyurethane [25 wt%] ,80 kPa,37,8,410 Conical,Human Dermal Fibroblasts with FoxD3 Plasmid (1),""
https://10.1088/1748-605X/abbcc9,Gelatin Methacrylated [10 wt%] ,300 kPa,15,0.1666 - 0.8333,260 μm Cylindrical, ,""
https://10.1089/ten.TEC.2020.0053,Gelatin Methacrylated [5 wt%] ,300 kPa,22,6,260 μm, ,""
https://10.1038/s41598-018-31880-x,Alginate [2 wt%] Gelatin [3 wt%] Matrigel [20 wt%] ,10 kPa - 20 kPa,20,,22 Gauge Cylindrical,A549 Human Epithelial Cells (7),"The bioink was precrosslinked with 2.5 wt% CaSO4 for 8 mins"
https://10.1088/1758-5090/ab98e4,Gelatin [7.5 wt%] Alginate Oxidized [3.75 wt%] ,30 kPa,30,10,330 μm Cylindrical,C2C12 Myoblasts (8),""
https://10.1088/1758-5090/ab98e4,Gelatin [7.5 wt%] Alginate Oxidized [3.75 wt%] ,40 kPa,30,10,330 μm Cylindrical,C2C12 Myoblasts (8),""
https://10.1088/1758-5090/ab98e4,Gelatin [7.5 wt%] Alginate Oxidized [3.75 wt%] ,60 kPa,30,10,250 μm Cylindrical,C2C12 Myoblasts (8),""
https://10.1021/acsomega.0c05036,Cellulose Nanofibrillated [1.15 wt%] ,100 kPa - 200 kPa,25,10,150 μm Cylindrical, ,""
https://10.1016/j.actbio.2019.04.026,Poly(ethylene vinyl acetate) [100 wt%] ,350 kPa,130 - 140,1,250 μm Cylindrical, ,""
https://10.1016/j.actbio.2019.04.026,dECM Cardiac [0.6 wt%] Collagen [0.6 wt%] ,,10,,,Primary Neonatal Rat Cardiomyocytes (20),"No information on bioink printing parameters available"
https://10.1016/j.actbio.2019.04.026,dECM Cardiac [1.2 wt%] Collagen [1.2 wt%] ,,10,,,Primary Neonatal Rat Cardiomyocytes (20),"No information on bioink printing parameters available"
https://10.1039/c9bm00480g,Xylorhamno-Uronic Acid Methacrylated [10 wt%] Gelatin [5 wt%] ,3.5 bar,23,10,200 μm Cylindrical,Human Dermal Fibroblasts (1),""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] ,1.5 bar - 2.2 bar,26,20,510 μm Cylindrical, ,""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] ,1.5 bar - 2.1 bar,26,30 - 45,511 μm Cylindrical, ,""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Bioactive Glass [1 wt%] ,1.6 bar - 3.5 bar,26,17 - 25,512 μm Cylindrical, ,""
https://10.1088/1758-5090/ab0692,Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] Bioactive Glass [1 wt%] ,2 bar - 3.2 bar,26,50 - 65,513 μm Cylindrical, ,""
